,Tweet,Class
782,turkcell soyguncu... Ben 6-12 ay da bır avea vodafone arası gıdıp gelıyorum kı no degıstırme fırsatlarından yararlanıyorum heheh,negative
783,"#hayattansogutanseyler ""Dur bir mesaj ataLim sevgiLisinden zannetsin."" diye mesaj atan turkcell",negative
784,bu turkcell çok piç öyle böyle değil,negative
785,ilişkiler karşılıklı olmalı :))1 hafta süre karşılık almazsamsilerim seni ...:),negative
786,Ankara Kocatepe'de çalışıyorum. Kızılaya 500metre. Fakat altyapı nedeniyle fiber internet kullanamıyoruz.,negative
787,"sayın genel müdür, ben bir turkcell kullanıcısıyım. hatay reyhanlı da yaşamaktayım. bulunduğumuz yerde malesef turkcell",negative
788,135 gündür hattıma tl yüklemyiormuşum. Ben fakirim Turkcell affet.,negative
789,ipohe 4 üm ile alakalı TURKCELL ve GENPA ile büyük sıkıntılarım var. nasıl çözüm bulabiliriz?,negative
790,Tatlım senin hattın Turkcell değil mi? Ben gene sömürüldüm mesaj atarken :D,negative
791,891.000 Abone kaybından sonra elinde ki 532 li hatları bedava dağıtmaya başladı :)) Yazık sana canım yaa! Çaresizliğin son noktası,negative
792,ya ben artık yorum yapmıyorum zaten Turkcell de msj atıp duruyo mercimek köftesi yapıcam ben cumartesiye hazırlanmam lazım :D,negative
793,Bu da alana kadar müşterimsin sonra ne halin varsa gör diyen bir anlayış vee numara taşıma numaralarına dikkat!!,negative
794,ahahaha kanka Turkcell seni rahat birakmiyo fksnfksj,negative
795,vay alçak turkcell,negative
796,Ve turkcell'den aldığım iPhone sağlıklı çalışmıyor.daha söyleyecek cok şey var ama daha sonra söylerim,negative
797,Iyiki bbm var mesaj gelince amaan turkcell den gelmistir deyip gecmiyorum,negative
798,Baz istasyonu monte ederim sana. O turkcell açılacakk arkadaşş!,negative
799,Turkcell cekmiyormu yani,negative
800,bir an evvel cevap bekliyoruz. biz burada hayatı sevdiklerimizle değil kimseyle paylaşamıyoruz.,negative
801,"istanbulda  nın çekim problemi yok,  1 GB 3G internet 14 Lira, türkcell ve vodafonun yarı fiyatı bile değil",negative
802,#turkcell bilgi mesajları b.kunu çıkardı ama gece gecede bu kadar yüklenilmez ki...,negative
803,Turkcell yerine ben mesaj atıcaktım ama fazla ilgiden soğursun dıye atmadım.,negative
804,156 gundur Tl yuklemiyomusum ahahahaha artik turkcell sevgili musterimiz demiyo bana surekli anamin telefonundan Tl aktardigim icin.,negative
805,linkteki haber i okuyun ama sonuna kadar reklam tekniğin süper turkcell ağzına sıçimmm,negative
806,Turkcell'i arayıp isyan edicem şimdi.bikere olsun faturamı gelmesi gerektiği gibi yollamıyolar !,negative
807,kontor yukle kocan olsun turkcell kanka ahahahahahaha :D,negative
808,"citysdeki Turkcell tam bir dolandırıcı, iPhone4 kontratli fiyat sordum 124ten başlıyor dediler yalan yanlış bilgi veriyorlar",negative
809,Bundan sonrasını   düşünsün biz de gayet memnunuz vodofondan.,negative
810,Şu son avea reklamından etkilendim. 4 TL'ye 100 DK Her yöne.. çok iyi tarifeler var. Turkcell yeter!,negative
811,oha süperonline da bile kesiliyosa ölelim biz :(,negative
812,10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  APTAL !!!,negative
813,kirmizidayim arammisin ulasamiooruz birbirimize malum turkcell cekmioo,negative
814,lanet olsun turkcel...,negative
815,İyiki bi nar paketimiz bitti turkcell 10 saniyede 3 mesaj attı,negative
816,git babanı kandır,negative
817,O degilde türkcell hala beni bulupta 10 saniyede bir tweet atmadi bana bir aksilik var bu iste,negative
818,"""183"" umarım bu rakamın sonunda ""tl"" ibaresi yoktur :-) Turkcell deyince aklıma sadece fatura geliyor :-)",negative
819,2 saat once kontor yukledım ama hala sms ım yenılenmedı bok ye turkcell.BOK YE,negative
820,Dur bi mesaj atıyımda sevdiğinden geldi sansın. -Turkcell.,negative
821,10 tl mi 20 tl yapma türkcell sus bi mınakodum ya sus saat başı mesaj mı atılır,negative
822,Dur bi mesaj atalım sevgilisinden zannetsin.  -Turkcell.,negative
823,Çözüm varmı bizde hala superonline çözüm bulamadı :),negative
824,4 çeker diye reklam yapıp Dogan görünümlü sahin kıvamında kalansin,negative
825,4ceker turkcell sanirim bi tek benim oldugum yerlerde cekmiyo..,negative
826,şu 3 günlük superonline deneyimim sonucu söyleyeyim: öyle bişey yok. :),negative
827,Yaptıgın ıs ıs degıl. Adam 2 ıPhone alacak dıye benden sonra gelmesıne ragmen ben bekletılıyorum suyun ısınıyor ha,negative
828,Internet paketimi iptal edemiorum yardm edersnz sevinrm...,negative
829,Medyada yer alan 'olumsuz haberler klasörünün' Turkcell Genel Müdürü Süreyya Ciliv'e gösterilmediğini düşünüyorum ciddi ciddi,negative
830,bi kaç gun smsın olmayabılır turksel farkı huhu,negative
831,paylasmak guzel biz onunla paylasiyrz o da bizimle cihazlari paylassa da sloganin hakkini verse turkcell ;),negative
832,Öf be amip Turkcell sinirlerimi bozuyosun !,negative
833,"""Sevgili paylasinca guzel"" ne demek Turkcell ya ?",negative
834,"Mesaj alamiyor,yaklasik 2haftadir mesajciklarimi goremiyorsam bu senden vazgececegim anlamina gelebilr Turkcell.Ne merem seymissin sen boyle",negative
835,bu neya şimdi oldumu turkcell  yakıştımı sana :) srkn,negative
836,kesnlikleee turkcell i kapattr hemen:),negative
837,senden şimdi formspring'den soru ile yardım isteyecektim canısı. telefon hala kıpırdamıyor. turkcell'i dürtebilir misin aşk için?,negative
838,Brawo turkcell simdiden cekmiyor!,negative
839,bi sabahta öperek uyandır be turkcell ...!,negative
840,Her evrakım ve ödemem tamam ama tel.kapalı.agır hastam var.LANET OLSUN SANA TURKCELL.Ölmek istiyorummmm,negative
841,cevap versene lan?,negative
842,su anda nisantasinda iletisim kopmus durumda haydi RT #3kelimeyle2011 Nisantasinda Turkcell Cekmiyor!!!,negative
843,Ben cevap vermiştim aynı durumu senin için dusunuyordum bu turkcell aramızı acıcak ! :),negative
844,TURKCELL kullansaydın atardım sana ama turkcelli degilsin :P sözde TURKCELL de calsıyorusun :P,negative
845,"Önce bedava dakikan bitti dedin, sonra hiç eksilmeyen bir 589 dk. verdin, şimdi de 55 dakikan kaldı diyorsun.N'apmaya çalışıyorsun Turkcell?",negative
846,umursarsın dımı  ?? mesajı aldılar bence : ),negative
847,protestom var: turkcell kasınma sabrımı tasırma,negative
848,"Bu turkcell'in bana karşı boş olmadıgını sölemişmiydim sizi , gecenin bu saatinde hanginize böle üst üste mesaj atıyor hanginizeee :|",negative
849,"aralik bitiyor, turkcell dergilik uygulamasinda hala kasim sayilari duruyor yeni diye. Yakismiyor turkcele hic",negative
850,benden cekecegi var.,negative
851,amk turkcell seysi sms yapmadii hala ve arayamam mal,negative
852,"Bloguma İstanbul'dan yorum bırakan Superonline müşterisi: Git kendinle kafa bul. Tabi bulman için kafa lazım, neyse..",negative
853,turkcell'e sor deki alihanın mesaj paketini neden bitirdiniz?,negative
854,Oha amk arkadaşla 14 dk konuştuk 6 Tl 22kurus gitmiş. Resmen soyuldum türkcell tarafından...,negative
855,gerçekten ttnetden hızlıysa esos geçecem Superonline'a sinir oldum valla bu kadar yavaş olamaz birnet :S,negative
856,"Oha çok iyi de, Turkcell'in bahsettiği fiyat bunun çok üzerindeydi..",negative
857,"#hayattansogutanseyler her şey süper hızlıyken bir sürü download yaparken superonline'dan ""adil kullanım kotanızın..."" maili gelmesi. piçler",negative
858,İki sattir telefonuma msj gelip duruyo her seferinde turkcell oluyo ama bende her seferinde heyecanlanıyorum bundan sonrakine bakmıycam .P,negative
859,vodafone cepnet and turkcell vınn kamu :(,negative
860,Kımle bu kadar konusuyorsam her ay turkcell kıtlıyoooooor!,negative
861,"Levent'de Turkcell 3G yalan. Avrupanın en hızlısı buysa, tüm Avrupa'ya acıdım şimdi.",negative
862,#turkcell biraz daha bonkör olabilirsin.,negative
863,Bugun modem icin kablo almam gerekiyodu uyumusum bi allahin kulu arayip rahatsiz etmemis her zaman hal hatir soran turkcell bile yazmamis,negative
864,4 cekermish! Kactir kesiliyor konusmanin ortasinda! Yalan dolan reklam yapacaginiza azcik yatirim yapin..,negative
865,Bu gece 23:59 da mesaj atıyımda sevdiginden sansın gerizekalı  -Turkcell,negative
866,"Neyse demin sessiz telefondan, sesli telefona geçtik :)",negative
867,hatların da sürekli kesilmesi Tcell göçügu mü yoksa iPhone kazığı mı onu daha çözemedim! Ama kabus bağlantılar!!,negative
868,hala çok pahalısınız,negative
869,hayir birde telefon edip kontrol edicez diyip hicbi gelisme olmuyo. Devlet dairesinde burokrasi sizde daha beter durumda,negative
870,millet telefonuna mesaj gelince ''aaa kesin o :)):))'' diye pırpırlanıyor. Ben direk '' yine Turkcell'dir amk.'',negative
871,İnternet paketimin bytelari yerinde sayıyor insallah turkcell sonunda öpmez beni :),negative
872,noturkcell vodafone avea :),negative
873,Bu fiber Internet problemleri de cok olmaya basladi. Bir degil iki degil aliskanlik haline geldiartik #superonline,negative
874,"kesin olan birşey var, turkcell ve ekibinin bulaştığı tüm işlerden nefret ediyorum! FİZY'nin içine etmişler maşallah...",negative
875,Ne zaman Tweet'er yada Facebook'a girsem benim Turkcell 2G ye geçiyor.Alacam ayagımın altına.,negative
876,#TURKCELL hat almayın salaklıp edipte..en büyük yanlışı yaparsınız.bildiğiniz adamı yağlı kazığa oturtuyorlar.,negative
877,Mesajsa turkcell arayansa annemdir. Cok yalnizim yaa hayat cok acimasiz :(,negative
878,"4 çekmez , turkcelli pencere kenarlarında ancak acı çeker...",negative
879,"eleştirenlere inat, turkcell ile savaşınızdaki gelişmeleri tweetlemenizi bekleyenler var :)",negative
880,twitter'ın Güzin Ablası oldunuz. Ben de Turkcell den şikayetçiyim. 2 aydır sorunumuzu gidermediler dikkat! gideremediler değil!,negative
881,"iPhone 4S Reklamında Sadece Kameraya Dikkat Çekmesi,Sanki iPhone Başka bir işe yaramıyormuş havası veriyor.Beceriksiz bi reklam",negative
882,İbne turkcell somurdun ulan somurdun nasıl sovuyorum şimdi sana belli değil :),negative
883,"Bir uzaylı gelse de Turkcell reklamlarını izlese, müşterilerine ay sonu kol gibi fatura göndermiyor da, her sabah öperek uyandırıyor sanır:)",negative
884,ilk defa turkcell i kazıkladım ahhahaha,negative
885,"en kısa süRe içiNde supeRonLine iLe oLan iLişkimi biTiriyoruM,iLanen duyRuLur..",negative
886,ondan önce seninle bi turkcell hattan konuşmamız gereek geçen gün senle mesajlaştıktan sonra bütün kontrlerim bitti :D,negative
887,#hayatpaylasincaguzel 3G m calismiyor turkcell duy beni,negative
888,"uzgunum aslinda, nursen duy beni ve turkcell bizi ayirmasin artik, beril sende ac su telefonu soru cozucektin bana",negative
889,canım sevgilim turkcell yeter artık terket beni! neden hep birinden msj beklediğim bi zaman da atarsın ki o msjlarını.,negative
890,bir haftadir gezdigim 4. turkcel timdeym kimse modem teslimi almaya yanasmiyor beceremiyor ve istemiyolar...adami cildirttilar,negative
891,Kimbilir kaç para olacak ki ayağına kadar getiriyorlar ama Turkcell TİM'de saatlerce bekletiyorlar bir işlem için..,negative
892,Kubatin sesiyle katkida bulundugu igrenc turkcell reklami kaldrilsin .,negative
893,Bi uyarsaydın hani turkcell! :s,negative
894,"#Turkcell in Hayat Paylasinca Guzel reklami emotional selling olayini fazla abartmis!Bilincaltina calismasi gerekirken,kor goze parmak sokms",negative
895,"268,60 tl #turkcell faturam. Amk",negative
896,"Bravo   12. Katta bile cekmiyosun ya, pessss",negative
897,pis adama bulastin trcell;),negative
898,turkcelde bir hizmet daha ucretle sessz sedasiz bulusms oldu 7565 telesekreter aman Dkt,negative
899,"ne kadar yaparsa yapsın ama Türkiye'nin internetinden bi çacık olmaz.İnternet ,teknoloji geride bi de istihbarat desen seviye 1...",negative
900,Ohh Allaha sukur turkcell selo canlarina yilbasi reklami yapmamiss :) ne buyuk eksiklikkk anlatamam,negative
901,bu turkcell ile vodafone u baş göz etmek lazım ekürim. o zaman hep beraber kurtuluruz bunlardan :)),negative
902,Bir türkcell'i olarak aveanın yeni reklamına bayıldım. İyi g.t etmiş şerefsizler. :D,negative
903,Bu arada 3430 omurilik felçlilerine gönderilen SMS den 2 sms bedel kesmek nedir  #turkcell,negative
904,elim telefona gidiyor şunu bir arasam mı diyorum hemen turkcell mantığımı harakete geçiriyor no many :(,negative
905,Laaan turkcell kendi kendine mms lerimi yiyo sikicem busefer kavga etmicem,negative
906,Sabah vapurda turkcell hayat paylaşınca güzel diyerek gazete dağtyor cumhuryet hariç bence hiç de güzel değil.,negative
907,turkcell in onca sacmaligindan sonra vodafone tek bi kabahat islemis bise mi. Op basina koy bence :),negative
908,bu eksik bilgi sonrası maduriyetiniz için özür dileriz de yok! en azından bundan sonra bu gibi işlemlerin 'extra' ya taife dışı,negative
909,götürdüler aldıkları turkcel bayiine program çökmüş içinde demişler geri gönderdiler tel,negative
910,iPhone paket aboneliginiz iptal edilmistir.  Ne demek,negative
911,İzmir'in sokaklarında neden Turkcell'in o özel aşkımlı canımlı bitanemli kelimeleri yok lan ?,negative
912,zamman tunelını ıptal etmek ıstıyorum yardımcı olurmusunuz,negative
913,Yok yani yolda kaldık gel lastik değiş desek anlarız da zor iş bu çok basit yani turkcell seni mahvetmiş adamım,negative
914,50tl yakıt alıyoruz 50dakika kazanmak için şifre yolluyoruz. Sonra mesaj geliyor arama yapıyoruz kontör gidiyor nerde kazanılan dk,negative
915,kapalı alanlarda sıkıntılı ama yine de işimi görüyor. Avea'nın benzer paketi Turkcell'de 55 lira.,negative
916,İnsan niye kendisine kazık atanlardan vaz geçemiyor. Mesela türksel. Soktukca sokuyorlar. Vazgeçilmez. Çünkü herkes türksel.,negative
917,Edge hizinda internetin Allah belasini versin. Turkcell duy sesimi,negative
918,bir sure once ben de ayni durumdaydim amac nedir bilniyorum:( sonra kesildi aramalar...,negative
919,turkcell sasmis lan 30 tlye internet paketi mi olur,negative
920,ayni sorunu ayin yedisinde bildirmistim su an cozulmedi turkcell mobil tv uygulamasinda lig tv den mac izlerken ekran,negative
921,Turkcell tam kaltak ya :D,negative
922,hahahahah :D ya yemin ederim bok gibi superonline ttnet daha iyidi :D,negative
923,Mesajlarım neden iletilmiyor ? Ne boktan bir operatördür TURKCELL !!!,negative
924,umarim bu mesajdan sonra bana geri donus yaparlar,negative
925,cok sovdugun Tcell e geri mi dondun :D,negative
926,"bırak ya bis nedir ,ara git Tcell'e de faturayı kesip göndersin hallederiz :D",negative
927,lanet olası bir turkcell li olarak vallahi aynı nağmelerden sıkıldım lan.. üşenmesem sırf şu cıvık reklam için geçicem.,negative
928,yalancı superonline 14 aydır sınırsız olan internt hızını düşürmeye başladılar kotasız olan bağlantımın kotasını aşmışım,negative
929,Ilk ve tek askim olan turkcell birak artik pesimii,negative
930,benim bulunduğum şehirde yok ee şansımı kayıp etmiş oluyorum:((,negative
931,bukadr yuksekk fiyataa helal olsnnn kampanyaa dieee yolladnzz,negative
932,hayır yaaa turkcell gayet :(,negative
933,Burdan GSM operatörlerine sesleniyorum. Sen turkcell ya sen vodafone sende avea. Vapurda artik telefonlar çeksin. You can easily realize.,negative
934,kendilerinden haberleri yok ki  Turkcell Superonline bolge yetkili bayisinin beni 542 li numaradan aramasina ne demeli,negative
935,internet o kadar yavaş ki premium account'dan download yaptığım halde free user'dan bi farkım yok resmen #superonline,negative
936,yaaaaaa tam  kızıp iphone4s almayacağım dediğim anda bu bana yapılamaz! isyan ediyorum!,negative
937,#parasineyseverelimde türkcell boş yere ikide bir mesaj göndermesin!!!,negative
938,2012 ayvalık'ında turkcell çekmiyor,negative
939,"27 ağustos, Turkcell tarife bitişi. dokuz yıl önceki 250 tl yi bir türlü unutamadım. ihanet edersem belki unutabilirim",negative
940,O.C. turkcell 2 senedır bana evde vınn kullandırıyosun ya ınsallah batarsın,negative
941,yok dava acmam terk ederim,negative
942,"Bu twitten sonra hiç dönmeyecekler ama dönmesinler,Turkcell'e aylar oldu başvuralı,hiç başvurmayanı Turkcell'e aldılar,bana hala dönmediler!",negative
943,lazım :)) Acun'a milyon $ verecez diye faturada bize döşüyor Turkcell :),negative
944,"&gt;&gt;faturala, müsteri uyanık cıkıp hakkında ısrar ederse uzatmadan faturadan düş. Ben uzatmadaım, cunku Türkiye'de artık &gt;&gt;",negative
945,Bir gün turkcell şöyle bir msj atıcak; o kadar msj attım neden cevap vermiyorsun.!,negative
946,"sozlesmesini yaptiginiz aramadiginiz , aramalarina donmediginiz aboneleriniz dahil mi buna",negative
947,"Ne yapsam istek gecersizdir diyo Twitter, Sokucam once twitter a sonra Turkcell e",negative
948,"cep telefonuma gelen mesajlardaki kıran kırana kapışma, emniyet, garanti bankası, turkcell ve beşiktaş bld arasında devam ediyor.",negative
